credit.policy,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid,revol_bal_log,cr_line_years,cr_line_years_log,pub_rec_flag,inquiry_rate,purpose_credit_card,purpose_debt_consolidation,purpose_educational,purpose_home_improvement,purpose_major_purchase,purpose_small_business
1,-0.13931752502625636,2.4630994696844417,0.6803880351133867,0.9985052879745594,0.6888248849370788,5639.958333,28854,0.1827036881343611,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,0,0.7625980744440057,15.451940638356163,0.6195877764726748,0,-0.345805629498555,False,True,False,False,False,False
1,-0.5788683747896028,-0.4388544264934084,0.24403079515485782,0.24454045358057955,-0.10130262978475811,2760.0,33623,1.0306023146220766,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,0,0.8329811309681673,7.561643835616438,-0.6151781033090458,0,-0.345805629498555,True,False,False,False,False,False
1,0.48648368480630383,0.2307083616940786,-0.9086589710192416,-0.14188468312230768,-0.7597422253862889,4710.0,3511,-0.730683043651186,-0.26247043649872304,-0.2997300842604626,-0.23700317531654236,0,-0.20652247497224874,12.904109589041095,0.3014984099834829,0,-0.2140416839106538,False,True,False,False,False,False
1,-0.8135438284768132,-0.7570223180527825,0.6803880351133867,-0.6546969885964404,0.03038528933554805,2699.958333,33667,0.9099663311787024,-0.26247043649872304,-0.2997300842604626,-0.23700317531654236,0,0.83358288443987,7.397146117808219,-0.6518538953318428,0,-0.11594719941328802,False,True,False,False,False,False
1,0.7435091817018206,-1.0439915972947074,0.5979614012411698,0.34332582687304725,-1.1548059827472075,4066.0,4740,-0.25158585226178587,-0.7169889396237944,1.5311466676825929,-0.23700317531654236,0,-0.06844879589301145,11.139726027397261,0.04495866332902955,0,-0.345805629498555,True,False,False,False,False,False
1,-1.6330454127813574,-0.9367282568039106,1.582434976680963,0.6353237685169584,0.42544904669646655,6120.041667,50807,0.1447895219093006,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,0,1.0229373141142395,16.76723744383562,0.7649893389506023,0,-0.345805629498555,True,False,False,False,False,False
1,1.0042596857987212,-0.6040235505269632,-0.3541090076012163,-1.250314680506906,-1.1548059827472075,3180.041667,3839,1.034049057006173,-0.7169889396237944,-0.2997300842604626,3.5781504602831933,1,-0.1654372155044329,8.712442923287671,-0.3767596951468794,1,-0.345805629498555,False,True,False,False,False,False
1,-0.4186930651300784,-0.9073165619102161,0.11383361134945279,-0.22178461740297997,0.2937611275761604,5116.0,24220,0.7514161815102676,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,1,0.6820427363005501,14.016438356164384,0.4469913108287219,0,-0.345805629498555,False,False,False,False,False,False
1,-0.3441929211023925,-1.1199597353370414,0.7733616989585336,0.6745473726183793,-0.7597422253862889,3989.0,69909,0.14823626429339706,-0.26247043649872304,-0.2997300842604626,-0.23700317531654236,0,1.1697963907872047,10.92876712328767,0.011818019176435305,0,-0.19022573886957164,False,False,False,True,False,False
1,-0.020117294581959256,-1.1347863204476558,-1.185016137577467,-0.37867903380866363,-0.10130262978475811,2730.041667,5630,-0.8202983456376925,-0.26247043649872304,-0.2997300842604626,-0.23700317531654236,0,0.010714910829418169,7.479566210958904,-0.6333888843456437,0,-0.11848009406048558,False,True,False,False,False,False
1,0.4492336127924609,0.19965463457314997,-0.8100471824719421,1.3776667942882947,-0.8914301445065951,6713.041667,13846,0.8341379987285814,0.19204806662634832,-0.2997300842604626,3.5781504602831933,0,0.4247492799693688,18.391894978082192,0.930404033254949,1,-0.16090935907324155,False,True,False,False,False,False
1,0.3635584471606223,-0.3163781403679419,1.4686405861487464,-0.5007080243464175,-1.2864939018675137,4298.0,5122,-0.98574198007432,0.19204806662634832,1.5311466676825929,-0.23700317531654236,0,-0.03279080621908326,11.775342465753425,0.14143663023484934,0,-0.05701633972702664,False,True,False,False,False,False
1,-1.3685699014830723,-0.014389095753374949,0.0016100574911165914,0.4188675829202282,1.4789523996589158,6519.958333,6068,-1.037443115835766,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,0,0.04518326562324989,17.86289954246575,0.8781169278949024,0,-0.345805629498555,False,True,False,False,False,False
1,-1.9086959456837946,-1.0927696134566638,0.9447407250597384,-0.887133161049305,0.9522007231776912,4384.0,3021,-1.4476054595432382,-0.7169889396237944,1.5311466676825929,-0.23700317531654236,0,-0.2756677294336171,12.01095890410959,0.17598515311882318,0,-0.345805629498555,False,False,False,False,False,True
1,-1.3536698726775354,-0.5290696088602741,-2.3490411026359443,-0.4179026379100845,0.42544904669646655,1559.958333,6282,-0.0758019906728692,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,0,0.061129173511113,4.273858446575343,-1.5311697337994918,0,-0.345805629498555,False,True,False,False,False,False
