fico,int.rate,not.fully.paid
0.6888248849370788,-0.13931752502625636,0
-0.10130262978475811,-0.5788683747896028,0
-0.7597422253862889,0.48648368480630383,0
0.03038528933554805,-0.8135438284768132,0
-1.1548059827472075,0.7435091817018206,0
0.42544904669646655,-1.6330454127813574,0
-1.1548059827472075,1.0042596857987212,1
0.2937611275761604,-0.4186930651300784,1
-0.7597422253862889,-0.3441929211023925,0
-0.10130262978475811,-0.020117294581959256,0
-0.8914301445065951,0.4492336127924609,0
-1.2864939018675137,0.3635584471606223,0
1.4789523996589158,-1.3685699014830723,0
0.9522007231776912,-1.9086959456837946,0
0.42544904669646655,-1.3536698726775354,0
-0.23299054890506427,-0.4596681443453058,0
-1.0231180636269013,0.3374833967509331,0
2.269079914380753,-1.2381946494346225,0
0.03038528933554805,-0.6980686052339,0
-1.1548059827472075,1.0675848082222532,0
1.610640318779222,-1.5883453263647456,0
2.269079914380753,-1.3536698726775354,0
-1.2864939018675137,0.47903367040353606,0
1.8740161570198344,-1.6330454127813574,0
-1.0231180636269013,0.009682763029114892,0
0.03038528933554805,-1.2121195990249323,0
2.400767833501059,-1.80067073684365,0
-1.2864939018675137,0.553533814431222,0
1.610640318779222,-1.80067073684365,0
2.6641436717416713,-1.80067073684365,0
0.820512804057385,-1.562270275955056,0
-0.4963663871456766,-0.7390436844491273,0
1.7423282378995282,-1.80067073684365,0
1.3472644805386098,-1.562270275955056,0
1.2155765614183036,-1.3275948222678455,0
1.610640318779222,-1.80067073684365,0
2.0057040761401406,-1.80067073684365,0
-1.0231180636269013,-0.3888930075190043,0
-0.10130262978475811,-0.8582439148934249,0
0.1620732084558542,-1.0929193685806353,0
0.820512804057385,-1.562270275955056,0
1.7423282378995282,-1.80067073684365,0
1.0838886422979974,-1.3275948222678455,0
-0.8914301445065951,-0.7390436844491273,0
-0.23299054890506427,-0.3888930075190043,0
2.269079914380753,-1.4467950527121427,0
1.3472644805386098,-1.681470506399353,0
1.610640318779222,-1.4467950527121427,0
0.2937611275761604,-1.2121195990249323,0
2.1373919952604465,-1.80067073684365,0
1.8740161570198344,-1.80067073684365,0
0.03038528933554805,-0.7390436844491273,0
1.3472644805386098,-0.6235684612062146,0
0.03038528933554805,-0.8582439148934249,0
-2.208309335709657,1.3767604059371494,0
0.9522007231776912,-0.6235684612062146,0
-1.2864939018675137,-0.2696927770747067,0
-0.7597422253862889,0.43433358398692434,1
-0.7597422253862889,0.08418290705680077,0
0.03038528933554805,-0.9774441453377221,0
-0.7597422253862889,-0.15049254663040956,0
1.610640318779222,-1.80067073684365,0
-0.7597422253862889,-0.7390436844491273,0
-1.1548059827472075,-0.15049254663040956,0
1.0838886422979974,-1.562270275955056,0
-0.6280543062659828,-0.6235684612062146,1
-0.23299054890506427,-0.8582439148934249,0
0.03038528933554805,-0.9774441453377221,0
-0.10130262978475811,0.553533814431222,0
1.0838886422979974,-1.681470506399353,0
2.6641436717416713,-1.80067073684365,0
1.2155765614183036,-1.562270275955056,0
0.2937611275761604,-0.8582439148934249,0
-0.8914301445065951,1.0228847218056425,1
1.610640318779222,-0.9774441453377221,1
-0.7597422253862889,0.199658130299714,1
0.03038528933554805,-0.3888930075190043,1
1.610640318779222,-1.80067073684365,0
0.03038528933554805,-1.3275948222678455,0
-0.10130262978475811,-0.504368230761917,0
1.3472644805386098,-1.681470506399353,0
1.3472644805386098,-1.681470506399353,0
0.820512804057385,-1.3275948222678455,0
0.2937611275761604,-0.9774441453377221,0
0.6888248849370788,-1.3275948222678455,0
-1.2864939018675137,-0.03501732338749633,0
-1.1548059827472075,1.1420849522499392,0
0.9522007231776912,-1.681470506399353,0
-1.2864939018675137,1.1420849522499392,0
0.6888248849370788,-0.9774441453377221,1
-1.0231180636269013,-0.2696927770747067,1
-0.7597422253862889,-0.3888930075190043,0
1.4789523996589158,-1.3275948222678455,0
-0.23299054890506427,-0.3888930075190043,0
2.1373919952604465,-1.562270275955056,0
1.3472644805386098,-1.681470506399353,0
0.42544904669646655,-0.2696927770747067,0
2.0057040761401406,-1.562270275955056,0
2.1373919952604465,-1.562270275955056,0
2.1373919952604465,-1.0929193685806353,0
1.610640318779222,-1.9161459600865633,0
-1.1548059827472075,-0.15049254663040956,0
-0.23299054890506427,1.0228847218056425,1
2.1373919952604465,-1.562270275955056,0
1.3472644805386098,-1.0929193685806353,0
2.269079914380753,-1.562270275955056,0
-1.0231180636269013,-0.03501732338749633,1
-0.4963663871456766,-0.7390436844491273,0
-1.2864939018675137,0.08418290705680077,0
0.2937611275761604,-0.7390436844491273,0
0.03038528933554805,-0.6235684612062146,0
-0.6280543062659828,0.7882092681184323,0
1.610640318779222,-1.80067073684365,0
2.6641436717416713,-1.9161459600865633,0
-1.1548059827472075,1.2612851826942368,0
-0.4963663871456766,-0.6235684612062146,0
0.9522007231776912,-0.3888930075190043,0
-0.10130262978475811,-0.3888930075190043,0
-0.8914301445065951,0.553533814431222,1
-1.1548059827472075,0.8962344769585762,0
-0.4963663871456766,-0.7390436844491273,0
-1.1548059827472075,0.08418290705680077,1
1.8740161570198344,-1.80067073684365,0
-0.6280543062659828,-0.7390436844491273,1
-0.7597422253862889,-0.3888930075190043,0
-0.4963663871456766,0.31885836074401164,0
0.820512804057385,-0.3888930075190043,0
2.269079914380753,-1.562270275955056,0
-0.10130262978475811,-0.504368230761917,0
-0.36467846802537046,-0.7390436844491273,0
-1.2864939018675137,-0.03501732338749633,1
-1.1548059827472075,0.08418290705680077,0
-0.36467846802537046,0.7882092681184323,0
1.4789523996589158,-0.7390436844491273,0
-1.2864939018675137,0.08418290705680077,1
1.0838886422979974,-1.4467950527121427,0
0.820512804057385,-1.2121195990249323,0
-0.23299054890506427,-1.0929193685806353,0
0.820512804057385,-1.562270275955056,0
-0.8914301445065951,-0.8582439148934249,0
-1.2864939018675137,0.08418290705680077,1
-0.7597422253862889,0.199658130299714,0
-0.10130262978475811,-0.504368230761917,1
-0.6280543062659828,-0.8582439148934249,1
-0.10130262978475811,-0.8582439148934249,0
-0.10130262978475811,-0.6235684612062146,1
0.5571369658167727,-0.9774441453377221,0
1.610640318779222,-1.562270275955056,0
0.6888248849370788,-0.9774441453377221,0
0.1620732084558542,-0.2696927770747067,0
-0.10130262978475811,0.31885836074401164,1
-0.4963663871456766,-0.7390436844491273,0
0.6888248849370788,-0.6235684612062146,0
-1.0231180636269013,-0.2696927770747067,0
2.9275195099822837,-1.2121195990249323,0
0.42544904669646655,-0.8582439148934249,0
-0.6280543062659828,-0.7390436844491273,0
-1.0231180636269013,-0.2696927770747067,0
-0.4963663871456766,-0.504368230761917,0
2.269079914380753,-1.681470506399353,0
0.2937611275761604,0.199658130299714,1
1.4789523996589158,-0.6235684612062146,1
-1.1548059827472075,-0.15049254663040956,0
0.5571369658167727,-0.9774441453377221,0
-0.36467846802537046,-0.504368230761917,1
0.03038528933554805,-1.2121195990249323,1
0.6888248849370788,-1.4467950527121427,0
-1.0231180636269013,-0.504368230761917,0
-0.7597422253862889,-0.6235684612062146,0
0.42544904669646655,-0.8582439148934249,0
-2.0766214165893504,0.9074094985627289,0
0.9522007231776912,-1.2121195990249323,0
1.0838886422979974,-1.681470506399353,0
-0.7597422253862889,-0.8582439148934249,0
2.6641436717416713,-1.9161459600865633,0
-0.8914301445065951,-0.504368230761917,0
-0.7597422253862889,-0.2696927770747067,0
-0.4963663871456766,-0.504368230761917,0
1.4789523996589158,-1.681470506399353,0
-0.6280543062659828,-0.7390436844491273,0
-0.23299054890506427,-0.7390436844491273,0
-0.6280543062659828,-0.7390436844491273,0
-0.7597422253862889,-0.3888930075190043,1
1.2155765614183036,-1.681470506399353,0
