int.rate,inq.last.6mths,fico,small_business_flag,educational_flag,not.fully.paid
-0.13931752502625636,-0.7169889396237944,0.6888248849370788,0,0,0
-0.5788683747896028,-0.7169889396237944,-0.10130262978475811,0,0,0
0.48648368480630383,-0.26247043649872304,-0.7597422253862889,0,0,0
-0.8135438284768132,-0.26247043649872304,0.03038528933554805,0,0,0
0.7435091817018206,-0.7169889396237944,-1.1548059827472075,0,0,0
-1.6330454127813574,-0.7169889396237944,0.42544904669646655,0,0,0
1.0042596857987212,-0.7169889396237944,-1.1548059827472075,0,0,1
-0.4186930651300784,-0.7169889396237944,0.2937611275761604,0,0,1
-0.3441929211023925,-0.26247043649872304,-0.7597422253862889,0,0,0
-0.020117294581959256,-0.26247043649872304,-0.10130262978475811,0,0,0
0.4492336127924609,0.19204806662634832,-0.8914301445065951,0,0,0
0.3635584471606223,0.19204806662634832,-1.2864939018675137,0,0,0
-1.3685699014830723,-0.7169889396237944,1.4789523996589158,0,0,0
-1.9086959456837946,-0.7169889396237944,0.9522007231776912,1,0,0
-1.3536698726775354,-0.7169889396237944,0.42544904669646655,0,0,0
-0.4596681443453058,-0.26247043649872304,-0.23299054890506427,0,0,0
0.3374833967509331,-0.7169889396237944,-1.0231180636269013,0,0,0
-1.2381946494346225,-0.26247043649872304,2.269079914380753,0,0,0
-0.6980686052339,-0.7169889396237944,0.03038528933554805,0,0,0
1.0675848082222532,0.6465665697514197,-1.1548059827472075,0,0,0
-1.5883453263647456,-0.26247043649872304,1.610640318779222,0,0,0
-1.3536698726775354,-0.7169889396237944,2.269079914380753,0,0,0
0.47903367040353606,-0.7169889396237944,-1.2864939018675137,0,0,0
-1.6330454127813574,-0.26247043649872304,1.8740161570198344,0,0,0
0.009682763029114892,-0.7169889396237944,-1.0231180636269013,0,0,0
-1.2121195990249323,-0.7169889396237944,0.03038528933554805,0,0,0
-1.80067073684365,-0.26247043649872304,2.400767833501059,0,0,0
0.553533814431222,-0.7169889396237944,-1.2864939018675137,0,0,0
-1.80067073684365,-0.7169889396237944,1.610640318779222,0,0,0
-1.80067073684365,-0.7169889396237944,2.6641436717416713,0,0,0
-1.562270275955056,-0.7169889396237944,0.820512804057385,0,0,0
-0.7390436844491273,-0.26247043649872304,-0.4963663871456766,0,0,0
-1.80067073684365,-0.7169889396237944,1.7423282378995282,0,0,0
-1.562270275955056,-0.7169889396237944,1.3472644805386098,0,0,0
-1.3275948222678455,-0.7169889396237944,1.2155765614183036,0,0,0
-1.80067073684365,-0.7169889396237944,1.610640318779222,0,0,0
-1.80067073684365,-0.7169889396237944,2.0057040761401406,0,0,0
-0.3888930075190043,0.6465665697514197,-1.0231180636269013,0,0,0
-0.8582439148934249,-0.26247043649872304,-0.10130262978475811,0,0,0
-1.0929193685806353,-0.26247043649872304,0.1620732084558542,0,0,0
-1.562270275955056,-0.7169889396237944,0.820512804057385,0,0,0
-1.80067073684365,-0.7169889396237944,1.7423282378995282,0,0,0
-1.3275948222678455,-0.26247043649872304,1.0838886422979974,1,0,0
-0.7390436844491273,-0.7169889396237944,-0.8914301445065951,0,0,0
-0.3888930075190043,-0.7169889396237944,-0.23299054890506427,0,0,0
-1.4467950527121427,-0.7169889396237944,2.269079914380753,0,0,0
-1.681470506399353,-0.7169889396237944,1.3472644805386098,0,1,0
-1.4467950527121427,-0.7169889396237944,1.610640318779222,0,0,0
-1.2121195990249323,-0.7169889396237944,0.2937611275761604,0,0,0
-1.80067073684365,-0.7169889396237944,2.1373919952604465,0,0,0
-1.80067073684365,-0.26247043649872304,1.8740161570198344,0,0,0
-0.7390436844491273,-0.7169889396237944,0.03038528933554805,1,0,0
-0.6235684612062146,-0.7169889396237944,1.3472644805386098,1,0,0
-0.8582439148934249,-0.26247043649872304,0.03038528933554805,0,1,0
1.3767604059371494,-0.26247043649872304,-2.208309335709657,0,0,0
-0.6235684612062146,0.19204806662634832,0.9522007231776912,1,0,0
-0.2696927770747067,0.19204806662634832,-1.2864939018675137,0,0,0
0.43433358398692434,-0.7169889396237944,-0.7597422253862889,0,0,1
0.08418290705680077,0.6465665697514197,-0.7597422253862889,0,0,0
-0.9774441453377221,-0.7169889396237944,0.03038528933554805,0,0,0
-0.15049254663040956,-0.7169889396237944,-0.7597422253862889,0,0,0
-1.80067073684365,0.19204806662634832,1.610640318779222,0,0,0
-0.7390436844491273,-0.7169889396237944,-0.7597422253862889,0,0,0
-0.15049254663040956,0.19204806662634832,-1.1548059827472075,0,0,0
-1.562270275955056,-0.7169889396237944,1.0838886422979974,0,0,0
-0.6235684612062146,-0.26247043649872304,-0.6280543062659828,0,0,1
-0.8582439148934249,-0.7169889396237944,-0.23299054890506427,0,0,0
-0.9774441453377221,-0.7169889396237944,0.03038528933554805,0,0,0
0.553533814431222,-0.7169889396237944,-0.10130262978475811,0,0,0
-1.681470506399353,-0.26247043649872304,1.0838886422979974,0,0,0
-1.80067073684365,-0.7169889396237944,2.6641436717416713,0,0,0
-1.562270275955056,1.101085072876491,1.2155765614183036,0,0,0
-0.8582439148934249,0.6465665697514197,0.2937611275761604,0,0,0
1.0228847218056425,-0.7169889396237944,-0.8914301445065951,1,0,1
-0.9774441453377221,0.6465665697514197,1.610640318779222,0,0,1
0.199658130299714,-0.26247043649872304,-0.7597422253862889,0,0,1
-0.3888930075190043,0.6465665697514197,0.03038528933554805,0,0,1
-1.80067073684365,-0.7169889396237944,1.610640318779222,0,1,0
-1.3275948222678455,-0.26247043649872304,0.03038528933554805,0,0,0
-0.504368230761917,-0.26247043649872304,-0.10130262978475811,0,0,0
-1.681470506399353,-0.7169889396237944,1.3472644805386098,0,0,0
-1.681470506399353,-0.7169889396237944,1.3472644805386098,0,0,0
-1.3275948222678455,-0.26247043649872304,0.820512804057385,0,0,0
-0.9774441453377221,-0.26247043649872304,0.2937611275761604,0,0,0
-1.3275948222678455,-0.7169889396237944,0.6888248849370788,0,0,0
-0.03501732338749633,0.19204806662634832,-1.2864939018675137,0,0,0
1.1420849522499392,0.19204806662634832,-1.1548059827472075,0,0,0
-1.681470506399353,-0.7169889396237944,0.9522007231776912,0,0,0
1.1420849522499392,-0.7169889396237944,-1.2864939018675137,0,0,0
-0.9774441453377221,-0.7169889396237944,0.6888248849370788,1,0,1
-0.2696927770747067,0.6465665697514197,-1.0231180636269013,1,0,1
-0.3888930075190043,-0.7169889396237944,-0.7597422253862889,0,0,0
-1.3275948222678455,-0.7169889396237944,1.4789523996589158,0,0,0
-0.3888930075190043,0.19204806662634832,-0.23299054890506427,0,0,0
-1.562270275955056,-0.26247043649872304,2.1373919952604465,0,0,0
-1.681470506399353,0.19204806662634832,1.3472644805386098,0,0,0
-0.2696927770747067,0.19204806662634832,0.42544904669646655,0,0,0
-1.562270275955056,0.6465665697514197,2.0057040761401406,0,0,0
-1.562270275955056,-0.7169889396237944,2.1373919952604465,0,0,0
-1.0929193685806353,0.6465665697514197,2.1373919952604465,0,0,0
-1.9161459600865633,-0.7169889396237944,1.610640318779222,0,0,0
-0.15049254663040956,-0.7169889396237944,-1.1548059827472075,0,0,0
1.0228847218056425,-0.7169889396237944,-0.23299054890506427,1,0,1
-1.562270275955056,-0.7169889396237944,2.1373919952604465,0,0,0
-1.0929193685806353,-0.26247043649872304,1.3472644805386098,0,0,0
-1.562270275955056,-0.7169889396237944,2.269079914380753,0,0,0
-0.03501732338749633,-0.7169889396237944,-1.0231180636269013,0,0,1
-0.7390436844491273,-0.7169889396237944,-0.4963663871456766,0,0,0
0.08418290705680077,0.6465665697514197,-1.2864939018675137,0,0,0
-0.7390436844491273,-0.26247043649872304,0.2937611275761604,0,0,0
-0.6235684612062146,-0.26247043649872304,0.03038528933554805,0,0,0
